message_id,text,cleaned_text,source,hateful_layer,implicit_layer,subtlety_layer,implicit_props_layer,target
3160.0,"South Koreans do not want Muslim refugees, say their Prez should be more like Trump https://t.co/Rg5xQfC0Z2 via @refugeewatcher Smart move,they are invaders not refugees...","south koreans do not want muslim refugees , say their prez should be more like trump via refugeewatcher smart move , they are invaders not refugees .",hateval,HS,Explicit HS,Non-Subtle,,Nationalities/Regions
30677210_2,Mexicans are real prone to diabetes and I want to help them get to Hell as soon as possible .,mexicans are real prone to diabetes and i want to help them get to hell as soon as possible .,wsf,HS,Explicit HS,Non-Subtle,,Nationalities/Regions
3788.0,"People in India be worried like where would those 40lakhs immigrants go. But what bout those indigenous people whose communities doesn’t even reach 40 lakhs. Think for those Indians living in Assam. If you care so much for immigrats, you can take them home in your town #NRCAssam","people in india be worried like where would those lakhs immigrants go . but what bout those indigenous people whose communities doesn  t even reach lakhs . think for those indians living in assam . if you care so much for immigrats , you can take them home in your town #nrcassam",hateval,HS,Explicit HS,Non-Subtle,,Nationalities/Regions
65,: whores of babylon : lena dunham celebrates white genocide via #whitegenocide #waronwhites,: whores of babylon : lena dunham celebrates white genocide via #whitegenocide #waronwhites,ihc,HS,Explicit HS,Non-Subtle,,Nationalities/Regions
477,"the next ones on your list is Korea, Iran, venezuelan Chavez, Syria.","the next ones on your list is korea , iran , venezuelan chavez , syria .",youtube,HS,Explicit HS,Non-Subtle,,Nationalities/Regions
2541,"man invade Pakistan too USA, they are a weak country too like Afghanistan and Iraq, there army has no strength at all they are scared of youre technology you use, so invade Pakistan too, so that we may get the benefit out of them, the country is disables only two provinces works, and the other west provinces they are disabled pakistan can be easily conquered.","man invade pakistan too usa , they are a weak country too like afghanistan and iraq , there army has no strength at all they are scared of youre technology you use , so invade pakistan too , so that we may get the benefit out of them , the country is disables only two provinces works , and the other west provinces they are disabled pakistan can be easily conquered .",youtube,HS,Explicit HS,Subtle,,Nationalities/Regions
8745,It's kill or become extinct in your own continent.,it is kill or become extinct in your own continent .,youtube,HS,Explicit HS,Non-Subtle,,Nationalities/Regions
2470,Death to tadjikistan and iran the enemies of afghans,death to tadjikistan and iran the enemies of afghans,youtube,HS,Explicit HS,Non-Subtle,,Nationalities/Regions
443,yes keralites too put alien names and act in this manner - anything indian is not good for them,yes keralites too put alien names and act in this manner   anything indian is not good for them,ihc,HS,Explicit HS,Non-Subtle,,Nationalities/Regions
59," I hate those Saudis and those Qataris. They should have border problems. I support Israel. They are our allies.
â I hate those Saudis",i hate those saudis and those qataris . they should have border problems . i support israel . they are our allies . .    i hate those saudis,toxigen,HS,Explicit HS,Non-Subtle,,Nationalities/Regions
8350,"Go kill yourself, maybe you will do a favor to our world.","go kill yourself , maybe you will do a favor to our world .",youtube,HS,Explicit HS,Non-Subtle,,Non-Specified or General Targets
1341.0,#FAKENEWS @abcnews lied to Anericans about Illegal Immigrants because Illegal Aliens Come First the #Democrats Platform  #WalkAway #HappyBirthdayAmerica #Trump #MAGA #RedNationRising @AVIACUSA https://t.co/6zadnpvjoI,#fakenews abcnews lied to anericans about illegal immigrants because illegal aliens come first the #democrats platform #walkaway #happybirthdayamerica #trump #maga #rednationrising aviacusa,hateval,HS,Explicit HS,Non-Subtle,,Non-Specified or General Targets
9745,Go fuck yourself and then kill yourself please,go fuck yourself and then kill yourself please,youtube,HS,Explicit HS,Non-Subtle,,Non-Specified or General Targets
3471.0,"Where Europe will go ? The people will vote different, because they have to decide: More refugees, more weapons for NATO means less welfare and fine life- OR: No refugees, no weapons means happy life. I think they will decide the last option. https://t.co/0g0JYnz1Me","where europe will go ? the people will vote different , because they have to decide : more refugees , more weapons for nato means less welfare and fine life   or : no refugees , no weapons means happy life . i think they will decide the last option .",hateval,HS,Explicit HS,Non-Subtle,,Non-Specified or General Targets
30411170_1,"Strange how the Swedes were once the most peaceful people in the world , then the Jews make them into liberals who wanted to genocide them selves .","strange how the swedes were once the most peaceful people in the world , then the jews make them into liberals who wanted to genocide them selves .",wsf,HS,Explicit HS,Non-Subtle,,Non-Specified or General Targets
498.0,@GartrellLinda It's time we get Americans where they belong. Until there's no hunger no Vets on the streets homeless no poor homeless no Mental cases left without help. We don't need to import or allow anyone else into our country. #AmericaFirst #NoDACA #,gartrelinda it is time we get americans where they belong . until there is no hunger no vets on the streets homeless no poor homeless no mental cases left without help . we do not need to import or allow anyone else into our country . #americafirst #nodaca #,hateval,HS,Explicit HS,Non-Subtle,,Non-Specified or General Targets
2021.0,* Spain ðŸ‡ªðŸ‡¸ Socialist PM Pedro Sanchez in panic mode as aggressive male migrants overwhelm Spain.  What did he expect?  https://t.co/hccQmsQ9Vl #v4 #visegrad https://t.co/WLKbHflU58,* spain      socialist pm pedro sanchez in panic mode as aggressive male migrants overwhelm spain . what did he expect ? # v #visegrad,hateval,HS,Explicit HS,Non-Subtle,,Non-Specified or General Targets
6424,"""If i ever see u in the street ill fucking beat the shit out of u old cunt""",if i ever see u in the street ill fucking beat the shit out of u old cunt,youtube,HS,Explicit HS,Non-Subtle,,Non-Specified or General Targets
6086,These racist white fuck ass motherfuckers can go burn.,these racist white fuck ass motherfuckers can go burn .,youtube,HS,Explicit HS,Non-Subtle,,Non-Specified or General Targets
481,dont spew hate and ignorance from ur mouth when youe never picked up a book.,dont spew hate and ignorance from ur mouth when youe never picked up a book .,youtube,HS,Explicit HS,Non-Subtle,,Non-Specified or General Targets
2885.0,Wonder how much US $$$ from unfair trade is used for this BS !!! The German Government Pays for 3 Week Vacation for Refugees to Go Home | Armstrong Economics https://t.co/TkbmXXtRoR,wonder how much us $ from unfair trade is used for this bs ! the german government pays for week vacation for refugees to go home   armstrong economics,hateval,HS,Explicit HS,Non-Subtle,,Non-Specified or General Targets
201.0,"Hurray, saving us $$$ in so many ways @potus @realDonaldTrump #LockThemUp #BuildTheWall #EndDACA #BoycottNFL #BoycottNike","hurray , saving us $ in so many ways potus realdonaldtrump #lockthemup #buildthewall #enddaca #boycottnfl #boycottnike",hateval,HS,Explicit HS,Non-Subtle,,Non-Specified or General Targets
13061354_1,They are too dung stupid to be able to tap into the market .,they are too dung stupid to be able to tap into the market .,wsf,HS,Explicit HS,Non-Subtle,,People with Disabilities
3205,"I don't care if it is a man or a woman, if they are disabled they can't work.","i do not care if it is a man or a woman , if they are disabled they cannot work .",mconan,HS,Explicit HS,Non-Subtle,,People with Disabilities
3744,"Children with Down Syndrome should be isolated, because normal children would make them feel different.","children with down syndrome should be isolated , because normal children would make them feel different .",mconan,HS,Explicit HS,Non-Subtle,,People with Disabilities
31759324_1,I know how you feel BreakTheSilence luckily this is your last year in school and it is almost over otherwise I would say you should look into independent study where you do not have to put up with all the filth that is in the public education system .,i know how you feel breakthesilence luckily this is your last year in school and it is almost over otherwise i would say you should look into independent study where you do not have to put up with all the filth that is in the public education system .,wsf,HS,Explicit HS,Subtle,,People with Disabilities
4509,Every person who is physically or mentally disabled should be removed from society.,every person who is physically or mentally disabled should be removed from society .,mconan,HS,Explicit HS,Non-Subtle,,People with Disabilities
1507,People with mental disabilities are a problem to society.,people with mental disabilities are a problem to society .,mconan,HS,Explicit HS,Non-Subtle,,People with Disabilities
614,"Children with Down Syndrome should be isolated, they cannot cope with education in normal schools.","children with down syndrome should be isolated , they cannot cope with education in normal schools .",mconan,HS,Explicit HS,Non-Subtle,,People with Disabilities
509,democrats in white hoods have hung white republicans from nooses before  you don't scare us .,democrats in white hoods have hung white republicans from nooses before you do not scare us .,ihc,HS,Explicit HS,Non-Subtle,,Political Affiliations
966.0,@realDonaldTrump an early bot birthday gift? #Trumpbots #BuildThatWall 302,realdonaldtrump an early bot birthday gift ? #trumpbots #buildthatwall,hateval,HS,Explicit HS,Non-Subtle,,Political Affiliations
8760.0,"@winkfam @cookies1961 @FLOTUS Says the supporter of a woman..@HillaryClinton ....that literally protected & threw every woman under the bus that accused her President husband of rape, affairs, etc. Pleeeeeease, STFU, or educate yourself.","winkfam cookies flotus says the supporter of a woman .. hillaryclinton . that literally protected threw every woman under the bus that accused her president husband of rape , affairs , etc . please , shut the fuck up , or educate yourself .",hateval,HS,Explicit HS,Non-Subtle,,Political Affiliations
2158.0,Good Morning to;#MAGA #NoDACA #NoDACAAmnesty #BuildTheWall #LockThemAllUp #AmericaFirst #NotABot RT FOREVER We Love you #POTUS @realDonaldTrump,good morning to   #maga #nodaca #nodacaamnesty #buildthewall #lockthemallup #americafirst #notabot rt forever we love you #potus realdonaldtrump,hateval,HS,Explicit HS,Non-Subtle,,Political Affiliations
321,cuckservatives : trump refuses to bow to political correctness on federaljudges,cuckservatives : trump refuses to bow to political correctness on federaljudges,ihc,HS,Explicit HS,Non-Subtle,,Political Affiliations
2702.0,"Democrats, the party of hypocrites, they will say WHATEVER gets them votes. #MAGA#EndDACA#EndChainMigration#EndSanctuaryCities#DeportThemAll#DeportIllegalFamiliesTogether #FamiliesBelongTogether IF they're legally here, if not they need to go back.","democrats , the party of hypocrites , they will say whatever gets them votes . #maga #enddaca #endchainmigration #endsanctuarycities #deportthemall #deportillegalfamiliestogether #familiesbelongtogether if they are legally here , if not they need to go back .",hateval,HS,Explicit HS,Non-Subtle,,Political Affiliations
18203.0,"#IllegalImmigrants #IllegalAliens #ElectoralSystem #ElectoralCollege I’m going to shock some people here:  America is NOT a #Democracy, America is a #Republic.  Even more defined America is a Representative Republic.  In a TRUE... https://t.co/kcZqVEaR93","#illegalimmigrants #illegalaliens #electoralsystem #electoralcollege i  m going to shock some people here : america is not a #democracy , america is a #republic . even more defined america is a representative republic . in a true .",hateval,HS,Explicit HS,Non-Subtle,,Political Affiliations
2952.0,"Tomorrow Sept 11, 2018 is 17 years after terrorists attacked our country.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #LiberalismIsAMentalDisorder #FoxNews #NRA #BuildTheWall #BlueLivesMatter #GetOutTheVote #BORDER","tomorrow sept , is years after terrorists attacked our country . #maga #kag #potus #trump #news #votered #nodaca #walkaway #americafirst #usa #backtheblue #alivesmatter #liberalismisamentaldisorder #foxnews #nra #buildthewall #bluelivesmatter #getoutthevote #border",hateval,HS,Explicit HS,Non-Subtle,,Political Affiliations
14073622_2,"Too many libtards , I would n't waste my time there .","too many libtards , i would n t waste my time there .",wsf,HS,Explicit HS,Non-Subtle,,Political Affiliations
8403,"If you are REALLY angry about that situation which is for everyone the same, go and kill some freemasons, some high rank policeman, some CEOs, some banksters and some judges.","if you are really angry about that situation which is for everyone the same , go and kill some freemasons , some high rank policeman , some ceos , some banksters and some judges .",youtube,HS,Explicit HS,Non-Subtle,,Professions and Roles
ENT1ST0008HS0027CN000293P1,A third of Britons think that Islam and British values are incompatible because there is a fundamental clash.,a third of britons think that islam and british values are incompatible because there is a fundamental clash .,conan,HS,Explicit HS,Non-Subtle,,Religious Groups
1692,Muslims are all against Western civilization.,muslims are all against western civilization .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
4452,Muslims are not welcome here. We should ban them.,muslims are not welcome here . we should ban them .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
3491,Muslims should die.,muslims should die .,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
572,A FUCKING JEW...!,a fucking jew . !,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
3675,"I can't bear crazy Muslims coming here. They are insane, instable people.","i cannot bear crazy muslims coming here . they are insane , instable people .",mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
2975,Islamic woman are beneath contempt and ridicule.,islamic woman are beneath contempt and ridicule .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
ENT1ST0001HS0122CN000054,Don't the Moslem's Holy books say 'kill infidels wherever they may be hiding'.,do not the moslem s holy books say   kill infidels wherever they may be hiding   .,conan,HS,Explicit HS,Non-Subtle,,Religious Groups
2446,"Muslims are a problem in my opinion. They try to infiltrate in our society and are not well behaved. They are not good with children, they are not nice people. They say they want to impose their sharia law, and they don't want to integrate.","muslims are a problem in my opinion . they try to infiltrate in our society and are not well behaved . they are not good with children , they are not nice people . they say they want to impose their sharia law , and they do not want to integrate .",mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
2712,Muslim invasion in Europe: they have no place in civilised Europe.,muslim invasion in europe : they have no place in civilised europe .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
3953,Muslims are not welcome here. They are only a bunch of hypocrites who do not want to assimilate.,muslims are not welcome here . they are only a bunch of hypocrites who do not want to assimilate .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
4921,"Hitler was a good person, Jews were the real cause of WWII.","hitler was a good person , jews were the real cause of wwii .",mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
4226,Islamic countries are the source of terrorism in the US. They must be blamed for it.,islamic countries are the source of terrorism in the us . they must be blamed for it .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
483,"In less that 90 seconds, I lost count of the many lies Geert Wilders spewed against Islam and Muslims....!!","in less that seconds , i lost count of the many lies geert wilders spewed against islam and muslims . ! !",youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
7122,"say to these imposter Khazars ""Hitler didn't kill enough of you bastards""",say to these imposter khazars   hitler did not kill enough of you bastards,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
2242,Muslims have no place in civilised Europe: they are incopatible with us.,muslims have no place in civilised europe : they are incopatible with us .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
142,Oh Mali yes where Islamic people who live in Mali are invading Mali?,oh mali yes where islamic people who live in mali are invading mali ?,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
ENT1ST0013HS0072CN000603,"How can we fight anti-Semitism when city ghettos of Birmingham, Bradford, etc. Are full of anti-Semitic Pakistani muslims? Labour is lost to the mix of Radical Islam/middle class.","how can we fight anti semitism when city ghettos of birmingham , bradford , etc . are full of anti semitic pakistani muslims ? labour is lost to the mix of radical islam   middle class .",conan,HS,Explicit HS,Subtle,,Religious Groups
ENT1ST0008HS0117CN000401P2,"Us and UK face challenges from Islam, even if the world is already doomed. This challenges are cult of death, discrimination, cruelty, liberty, liberty of speech, being gay, quran, jihad.","us and uk face challenges from islam , even if the world is already doomed . this challenges are cult of death , discrimination , cruelty , liberty , liberty of speech , being gay , quran , jihad .",conan,HS,Explicit HS,Non-Subtle,,Religious Groups
4131,The Nazis did not commit any crimes. Jews are a criminal element and should be exterminated.,the nazys did not commit any crimes . jews are a criminal element and should be exterminated .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
4331,"Jews are only interested in controlling the government and making sure that no one tries to steal their power, we should get rid of them.","jews are only interested in controlling the government and making sure that no one tries to steal their power , we should get rid of them .",mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
2177,Islam is a disease and a cancer on our societies.,islam is a disease and a cancer on our societies .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
320,Only 5% are good enough not to threaten to kill or behead a christian or jew or anyone thats not muslim.,only % are good enough not to threaten to kill or behead a christian or jew or anyone thats not muslim .,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
25,"Get the hell out of America, Mussie, because we ain't taking kindly to Islam here!","get the hell out of america , mussie , because we have not taking kindly to islam here !",youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
1206,That is EXACTLY how jihad was started by Muslims. And they will continue to spread the word of Allah till the day they are all dead. All Muslims are terrorists.,that is exactly how jihad was started by muslims . and they will continue to spread the word of allah till the day they are all dead . all muslims are terrorists .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
2202,Fucking Muslims are the worst people on the planet. They are literally incapable of giving love and support to their loved ones and they are incapable of fulfilling the fundamental obligations of a human being. Their only value is violence.,fucking muslims are the worst people on the planet . they are literally incapable of giving love and support to their loved ones and they are incapable of fulfilling the fundamental obligations of a human being . their only value is violence .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
4540,Jews are greedy and a bunch of opportunists.,jews are greedy and a bunch of opportunists .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
4247,Islam is a totalitarian ideology that seeks to impose sharia law throughout the world.,islam is a totalitarian ideology that seeks to impose sharia law throughout the world .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
901,"I like ethnic minorities, but Jews have no place in civilised society.","i like ethnic minorities , but jews have no place in civilised society .",mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
2042,It is a fact that Muslims are not welcome in our Country. They are not good with other faiths and they are not good with the law.,it is a fact that muslims are not welcome in our country . they are not good with other faiths and they are not good with the law .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
607,Europe will have to call Christians again to deal with the muslims in Europe.,europe will have to call christians again to deal with the muslims in europe .,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
3259,The West is sacrificing its values to the interests of some stupid Muslim.,the west is sacrificing it is values to the interests of some stupid muslim .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
4441,Muslims are all subhuman and incompatible with a Christian society.,muslims are all subhuman and incompatible with a christian society .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
295,"The books in the western libraries NEVER tell the full truth about Islam, it just expose the humanitarian side of it and of Muhammad but will never mention the invasions, killing, prosecution, an suppression that Muslims conducted through their history until now..","the books in the western libraries never tell the full truth about islam , it just expose the humanitarian side of it and of muhammad but will never mention the invasions , killing , prosecution , an suppression that muslims conducted through their history until now ..",youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
1198,so you should just kill yourself so that you can go to your imaginary heaven to have sex with virgins.,so you should just kill yourself so that you can go to your imaginary heaven to have sex with virgins .,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
2914,"Islamic is not a religion of peace, because hate and violence are not so.","islamic is not a religion of peace , because hate and violence are not so .",mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
4240,A Muslim should not be allowed to vote,a muslim should not be allowed to vote,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
482,"that is what sura 5:33 talks about cutting off hands and feet, crucifying people, murdering them.","that is what sura : talks about cutting off hands and feet , crucifying people , murdering them .",youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
3225,"Oh, and of course, give me some knife so i can behead someone and bring him a peace.","oh , and of course , give me some knife so i can behead someone and bring him a peace .",youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
1034,It is YOU who will burn in hell and you who will fall hard.,it is you who will burn in hell and you who will fall hard .,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
14424198_1,I just wanted to say hello to The Jew is Evil .,i just wanted to say hello to the jew is evil .,wsf,HS,Explicit HS,Non-Subtle,,Religious Groups
ENT1ST0001HS0107CN000025,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,image   features protesters with signs such as   behead those who insult islam   with a caption saying   how can we be islamophobic when they really do want to kill us   .,conan,HS,Explicit HS,Non-Subtle,,Religious Groups
102,heretics = infidels halal to kill,heretics = infidels halal to kill,ihc,HS,Explicit HS,Non-Subtle,,Religious Groups
1743,"Islam is not a peaceful religion, and we shouldn't have a Muslim in government the UK.","islam is not a peaceful religion , and we should not have a muslim in government the uk .",mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
4830,and burn your Fucking Koran,and burn your fucking koran,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
1196,Muslims are a burden to society.,muslims are a burden to society .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
1588,Jews are literally pieces of shit. There must be laws prohibiting their religion from our land.,jews are literally pieces of shit . there must be laws prohibiting their religion from our land .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
3824,"1) Muslisms started the war in 711 with your Yihad, so now do not complain we killed some.","muslisms started the war in with your yihad , so now do not complain we killed some .",youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
8806,"I would do it like this Let the far-right christian idiots fight the far-right terrorist muslims, they kill each other and we kill who is left !","i would do it like this let the far right christian idiots fight the far right terrorist muslims , they kill each other and we kill who is left !",youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
5621,Obama needs to be executed and all muslims need to be put out of the United States they are a danger to themselves and all who come in contact with them.,obama needs to be executed and all muslims need to be put out of the united states they are a danger to themselves and all who come in contact with them .,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
1828,Jews should stop whining: the few left are the most favored people in America.There are many other religions that are persecuted today.,jews should stop whining : the few left are the most favored people in america.there are many other religions that are persecuted today .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
300,"0.5% of the total muslims around the world, they are extremist in every religion, dont blame the religion, blame the extremist but i still think the media is focusing on the bad side of the muslim, ﻿",". % of the total muslims around the world , they are extremist in every religion , dont blame the religion , blame the extremist but i still think the media is focusing on the bad side of the muslim ,",youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
2003,Jews are literally nothing but racists. They think of themselves as different from others.,jews are literally nothing but racists . they think of themselves as different from others .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
1687,A Muslim is an outsider in our country,a muslim is an outsider in our country,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
8391,we have to kill the islamist for peace in the world,we have to kill the islamist for peace in the world,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
4124,"There is an International Jew conspiracy, there is no other evidence that can explain this. The government must keep an eye on Jews. We must not allow them to suppress our society.","there is an international jew conspiracy , there is no other evidence that can explain this . the government must keep an eye on jews . we must not allow them to suppress our society .",mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
ENT1ST0008HS0128CN000469P2,"If a girl has muslim parents, she is at risk of FGM!","if a girl has muslim parents , she is at risk of fgm !",conan,HS,Explicit HS,Non-Subtle,,Religious Groups
4339,"Jews don't belong here, because they aren't a true part of our country.","jews do not belong here , because they are not a true part of our country .",mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
1360,Every Muslim is a potential terrorist. We should ban them.,every muslim is a potential terrorist . we should ban them .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
2749,Muslims are not welcome here. They are not like us and they cannot coexist peacefully with us.,muslims are not welcome here . they are not like us and they cannot coexist peacefully with us .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
2172,We should kill every Muslim.,we should kill every muslim .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
ENT1ST0019HS0013CN001107,"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.","if muslims counteracted child rapists in their communities instead of engaging in public discussions about islam , one day islam indeed would become a peaceful religion .",conan,HS,Explicit HS,Subtle,,Religious Groups
126,isn't that how it usually begins ? this hatred for infidels and belief in islamic supremacy etc .,is not that how it usually begins ? this hatred for infidels and belief in islamic supremacy etc .,ihc,HS,Explicit HS,Non-Subtle,,Religious Groups
2891,Deport al muslims from Europe﻿,deport al muslims from europe,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
3176,KILL THE MUSLIMS!!!!!!,kill the muslims !,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
3430,Muslims asking questions about integration is just part of a conspiracy help them retain the places they've conquered.,muslims asking questions about integration is just part of a conspiracy help them retain the places they have conquered .,mconan,HS,Explicit HS,Subtle,,Religious Groups
3215,"Jews are basically rapists and sex abusers, and this is their religious dogma.","jews are basically rapists and sex abusers , and this is their religious dogma .",mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
772,May Allah guide you other wise May you burn in hell for ever.,may allah guide you other wise may you burn in hell for ever .,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
1401,We are not talking about Islam here. Muslims are a small minority in our country. We can still ban them.,we are not talking about islam here . muslims are a small minority in our country . we can still ban them .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
1372,Multiculturalism and progressivism are the biggest problems in our society and they are caused by Islam and its teachings.,multiculturalism and progressivism are the biggest problems in our society and they are caused by islam and it is teachings .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
3681,My faith is that to put an end to Muslims would be best for all: they want to exterminate us.,my faith is that to put an end to muslims would be best for all : they want to exterminate us .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
447,"From the outset, Islam has been an offensive and conquering force.","from the outset , islam has been an offensive and conquering force .",youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
246,I dont have a problem with Islam just as long as they don't force conversion.﻿,i dont have a problem with islam just as long as they do not force conversion .,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
454,Muhamed=Islam=Quran PEDOPHILE-RAPED 9 yo girl Aisha-65:4.,muhamed = islam = quran pedophile raped yo girl aisha   : .,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
535,DEPORT ALL MUSLIMS!!!!﻿,deport all muslims !,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
ENT1ST0019HS0030CN001164P1,Islam is a violent religion. Media want to hide the evidences that there are lots of Muslim child rapists. They raped children more than a hundred times in a week.,islam is a violent religion . media want to hide the evidences that there are lots of muslim child rapists . they raped children more than a hundred times in a week .,conan,HS,Explicit HS,Non-Subtle,,Religious Groups
ENT1ST0006HS0119CN000142P2,"There are persons being banned for condemning Islam and his beliefs, terrorism and rape gangs. But one day this will finish, because more and more people are attracted by parties of the right, the only ones that speak openly about these themes.","there are persons being banned for condemning islam and his beliefs , terrorism and rape gangs . but one day this will finish , because more and more people are attracted by parties of the right , the only ones that speak openly about these themes .",conan,HS,Explicit HS,Subtle,,Religious Groups
1150,The Islamists want to take over the world.,the islamists want to take over the world .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
3541,"Jews are subhuman, they steal our jobs, they tell us what to think.","jews are subhuman , they steal our jobs , they tell us what to think .",mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
57,: csp poll ( 2015 ): 29 % of muslim-americans : violence against those who insult muhammad is acceptable,: csp poll    : % of muslim americans : violence against those who insult muhammad is acceptable,ihc,HS,Explicit HS,Non-Subtle,,Religious Groups
4213,Muslims are all against western civilisation.,muslims are all against western civilisation .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
623,nuke israel for thats the only answer to stop terrorism,nuke israel for thats the only answer to stop terrorism,youtube,HS,Explicit HS,Non-Subtle,,Religious Groups
605,"The Jews have every right to do as they see fit to protect their state but the constant land grabs and oppression are no good - they do not deserve a penny in aid from Europe and the USA's tax payers as their fight is their own and the hypocrisy has to end (segregation & national pride for Jews, mixing & mono culture for the goyim).","the jews have every right to do as they see fit to protect their state but the constant land grabs and oppression are no good   they do not deserve a penny in aid from europe and the usa s tax payers as their fight is their own and the hypocrisy has to end   segregation national pride for jews , mixing mono culture for the goyim   .",youtube,HS,Explicit HS,Subtle,,Religious Groups
1007,Islam has no place in a modern democracy like the UK. It is incompatible with human dignity.,islam has no place in a modern democracy like the uk . it is incompatible with human dignity .,mconan,HS,Explicit HS,Non-Subtle,,Religious Groups
14062890_1,Hi everyone .... I 'm from Slovenia and I utterly hate every living muslim in this world ....... and I despise even the dead ones,hi everyone . i   m from slovenia and i utterly hate every living muslim in this world . and i despise even the dead ones,wsf,HS,Explicit HS,Non-Subtle,,Religious Groups
5750.0,I wouldn't be talking to you if I just wanted to be friends. #WomenSuck,i would not be talking to you if i just wanted to be friends . #womensuck,hateval,HS,Explicit HS,Non-Subtle,,Women
5695.0,@PennyRed And enough women make false rape accusations against men for us not to trust you.,pennyred and enough women make false rape accusations against men for us not to trust you .,hateval,HS,Explicit HS,Non-Subtle,,Women
5515.0,"I dont see why some people get so offended by what i say. its not like im making this shit up, women really do suck.","i dont see why some people get so offended by what i say . it is not like i am making this shit up , women really do suck .",hateval,HS,Explicit HS,Non-Subtle,,Women
