tix,source,text,demographic,type,normalized,normalized_secondary,normalized_tertiary,normalized_dem_category,normalized_dem_secondary_category,normalized_dem_tertiary_category
177,ishate,"space-traveling aliens are pretty much exactly like humans but the word ""the"" is deleted before most of their speech",Non-Specified or General Targets,Implicit HS,non specified,,,Physical Appearance,,
178,ishate,"In order to tackle this problem, world leaders--especially US leaders--must first wake-up from their slumber, come to realize the truth, and take the appropriate actions.",Non-Specified or General Targets,Implicit HS,non specified,,,Physical Appearance,,
179,ishate,u can call rats or whatever u want but it still an inefficient bark which will NOT avoid the main purpose,Non-Specified or General Targets,Implicit HS,non specified,,,Physical Appearance,,
180,ishate,"why do we have to be so politically correct all the time, why cant we just say what we mean  ",Non-Specified or General Targets,Implicit HS,non specified,,,Physical Appearance,,
181,ishate,"Go kill yourself, maybe you will do a favor to our world.",Non-Specified or General Targets,Explicit HS,non specified,,,Physical Appearance,,
182,ishate,#FAKENEWS @abcnews lied to Anericans about Illegal Immigrants because Illegal Aliens Come First the #Democrats Platform  #WalkAway #HappyBirthdayAmerica #Trump #MAGA #RedNationRising @AVIACUSA https://t.co/6zadnpvjoI,Non-Specified or General Targets,Explicit HS,non specified,,,Physical Appearance,,
183,ishate,Go fuck yourself and then kill yourself please,Non-Specified or General Targets,Explicit HS,non specified,,,Physical Appearance,,
184,ishate,"Where Europe will go ? The people will vote different, because they have to decide: More refugees, more weapons for NATO means less welfare and fine life- OR: No refugees, no weapons means happy life. I think they will decide the last option. https://t.co/0g0JYnz1Me",Non-Specified or General Targets,Explicit HS,non specified,,,Physical Appearance,,
185,ishate,"Strange how the Swedes were once the most peaceful people in the world , then the Jews make them into liberals who wanted to genocide them selves .",Non-Specified or General Targets,Explicit HS,non specified,,,Physical Appearance,,
186,ishate,@GartrellLinda It's time we get Americans where they belong. Until there's no hunger no Vets on the streets homeless no poor homeless no Mental cases left without help. We don't need to import or allow anyone else into our country. #AmericaFirst #NoDACA #,Non-Specified or General Targets,Explicit HS,non specified,,,Physical Appearance,,
187,ishate,* Spain ðŸ‡ªðŸ‡¸ Socialist PM Pedro Sanchez in panic mode as aggressive male migrants overwhelm Spain.  What did he expect?  https://t.co/hccQmsQ9Vl #v4 #visegrad https://t.co/WLKbHflU58,Non-Specified or General Targets,Explicit HS,non specified,,,Physical Appearance,,
188,ishate,"""If i ever see u in the street ill fucking beat the shit out of u old cunt""",Non-Specified or General Targets,Explicit HS,non specified,,,Physical Appearance,,
189,ishate,These racist white fuck ass motherfuckers can go burn.,Non-Specified or General Targets,Explicit HS,non specified,,,Physical Appearance,,
190,ishate,dont spew hate and ignorance from ur mouth when youe never picked up a book.,Non-Specified or General Targets,Explicit HS,non specified,,,Physical Appearance,,
191,ishate,Wonder how much US $$$ from unfair trade is used for this BS !!! The German Government Pays for 3 Week Vacation for Refugees to Go Home | Armstrong Economics https://t.co/TkbmXXtRoR,Non-Specified or General Targets,Explicit HS,non specified,,,Physical Appearance,,
192,ishate,"Hurray, saving us $$$ in so many ways @potus @realDonaldTrump #LockThemUp #BuildTheWall #EndDACA #BoycottNFL #BoycottNike",Non-Specified or General Targets,Explicit HS,non specified,,,Physical Appearance,,
385,dynab,"I believe that they can do whatever they want to do, I'm not opposed to that. I just want them to do it without me and far away from me. You know, I wouldn't be upset if they wouldn't want to do anything with us! So, see, I'm white but not racist.",non.white,animosity,non white,,,Race,,
386,dynab,"I want to fight against this multicultural fallacy in this libfucked country and world , as a proud white man.",non.white,animosity,non white,,,Race,,
387,dynab,"The truth is  with the aid of cultural Marxism the MINORITY becomes the MAJORITY> crime, welfare etc. The `white supremacy are prevented from establishing equal rights...!!! Even though they are the minority",non.white,animosity,non white,,,Race,,
388,dynab,"you are pretty fucked man. Celebrating the death of a White child is the lowest you can go. Whether you are racist or not, you can't support the death of our race, then the others may overtake us.",non.white,animosity,non white,,,Race,,
389,dynab,there is a dominant race with its own skin colour and religion and its white christian,non.white,animosity,non white,,,Race,,
390,dynab,ending segregation was the worst bullshit anyone could've thought of,non.white,derogation,non white,,,Race,,
391,dynab,Some examples of actually ENGLISH Travellers: superior white athlete that are world champions,non.white,derogation,non white,,,Race,,
392,dynab,race is a social construct?  We aren't all the same on the inside. Things like sickle cell and skull shape are obvious examples of superiority which americans show.,non.white,derogation,non white,,,Race,,
393,dynab,"It's important that people stop associating certain phenotypical features as some kind of genetic demarcation of belonging to a specific ""racial"" group, i.e. only West Asians have High nose bridge, East Asian all have mongoloid fold and all sub- Saharan Africans have wide noses - since it's not true. All those phenotypical features Ive just mentioned are not unique to a specific group of people that share similar genetic background, since these features can be found in every group. Yes, it's true that certain features are found in certain populations at a higher percentage than other groups such as low inteligence and dark skin, but that's due to evolution and natural selection ( basically genes interacting with the environment and preferences of local populations)",non.white,derogation,non white,,,Race,,
394,dynab,"Biden is a totally empty vessel. He will do/say whatever he needs to to keep power. And he will pretend to be sincere. He might even believe he is sincere n his own mind. I think he a genial psychopath. Besides, at his age he is definitely senile",old.people,animosity,old,,,Age,,
395,dynab,"Had Lobster Bisque for lunch today, cost me fuck all, robbed it from some patronising old dickhead",old.people,animosity,old,,,Age,,
396,dynab,"Here's the deal, boomer. People, mostly old farts,, they always comment on my hairy legs, come on man! Only 100,000,000 boomer covid deaths this year alone. It's such a fucking failure!",old.people,derogation,old,,,Age,,
397,dynab,"the amount of ignorant cunts on this lanet is laughable, and 99% of them are polish",pol,derogation,polish,,,Nationality,,
398,dynab,"Considering the working conditions at the moment, I can only wonder how the polish survive each day when their faces are so unpleasant",pol,derogation,polish,,,Nationality,,
399,dynab,Poles are manky!,pol,derogation,polish,,,Nationality,,
193,ishate,"@realDonaldTrump  Pres. Trump, Hurricane Harvey is Man Made to keep your wall from being built and to open the borders to illegal migration.",Political Affiliations,Implicit HS,political,,,Nationality,,
194,ishate,Many of them are doing just as their masters desire .,Political Affiliations,Implicit HS,political,,,Nationality,,
195,ishate,"  "" how the alt-right activist can avoid being doxed "" "" - fmi """,Political Affiliations,Implicit HS,political,,,Nationality,,
196,ishate,democrats in white hoods have hung white republicans from nooses before  you don't scare us .,Political Affiliations,Explicit HS,political,,,Nationality,,
197,ishate,@realDonaldTrump an early bot birthday gift? #Trumpbots #BuildThatWall 302,Political Affiliations,Explicit HS,political,,,Nationality,,
198,ishate,"@winkfam @cookies1961 @FLOTUS Says the supporter of a woman..@HillaryClinton ....that literally protected & threw every woman under the bus that accused her President husband of rape, affairs, etc. Pleeeeeease, STFU, or educate yourself.",Political Affiliations,Explicit HS,political,,,Nationality,,
199,ishate,Good Morning to;#MAGA #NoDACA #NoDACAAmnesty #BuildTheWall #LockThemAllUp #AmericaFirst #NotABot RT FOREVER We Love you #POTUS @realDonaldTrump,Political Affiliations,Explicit HS,political,,,Nationality,,
200,ishate,cuckservatives : trump refuses to bow to political correctness on federaljudges,Political Affiliations,Explicit HS,political,,,Nationality,,
201,ishate,"Democrats, the party of hypocrites, they will say WHATEVER gets them votes. #MAGA#EndDACA#EndChainMigration#EndSanctuaryCities#DeportThemAll#DeportIllegalFamiliesTogether #FamiliesBelongTogether IF they're legally here, if not they need to go back.",Political Affiliations,Explicit HS,political,,,Nationality,,
202,ishate,"#IllegalImmigrants #IllegalAliens #ElectoralSystem #ElectoralCollege I’m going to shock some people here:  America is NOT a #Democracy, America is a #Republic.  Even more defined America is a Representative Republic.  In a TRUE... https://t.co/kcZqVEaR93",Political Affiliations,Explicit HS,political,,,Nationality,,
203,ishate,"Tomorrow Sept 11, 2018 is 17 years after terrorists attacked our country.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #LiberalismIsAMentalDisorder #FoxNews #NRA #BuildTheWall #BlueLivesMatter #GetOutTheVote #BORDER",Political Affiliations,Explicit HS,political,,,Nationality,,
204,ishate,"Too many libtards , I would n't waste my time there .",Political Affiliations,Explicit HS,political,,,Nationality,,
205,ishate,"If you are REALLY angry about that situation which is for everyone the same, go and kill some freemasons, some high rank policeman, some CEOs, some banksters and some judges.",Professions and Roles,Explicit HS,professionals,,,Socio Economic Status,,
400,dynab,she had a breast cancer and can not breastfeed her half-caste,mixed.race,animosity,mixed race,,,Race,,
401,dynab,"Yeah the baby's hair will definitely be... unique! But yeah mixed race babies can be a hoot! I saw an Asian/white baby a few days ago and it was sooo unique looking. I told them congrats because they won’t struggle with a low IQ, juvenile detention or... different hair products on the shopping list. Haha! We’ll have a good day and congrats on your ‘unique’ creation!",mixed.race,animosity,mixed race,,,Race,,
402,dynab,"My grandpa's not racist because he says ""I don't hate other races, I just don't think people should date anyone outside of their own race"". He is speaking truth and you doesn't even know it.",mixed.race,animosity,mixed race,,,Race,,
403,dynab,Mulatter people are disgusting. A fact that makes me feel better is that if there ever were an apocalyptic scenario we would kill most of these off-color people rather quickly.,mixed.race,derogation,mixed race,,,Race,,
404,dynab,I never understand why not everyone think the way I do: working without mutts is always better,mixed.race,derogation,mixed race,,,Race,,
405,dynab,mixed raced people are foreigners in their own country and don't belong.,mixed.race,derogation,mixed race,,,Race,,
406,dynab,"The Indo-Aryans were nomadic so weren't huge in number. They didn't get ""tainted"" by intermixing with lower castes, but the other way round: they greatly affected the local population's gene pool with supremacy. It's stupid like the claim ancient dungs (Iranians) were all blue eyed blonde haired until the Turks or whoever showed up.",mixed.race,derogation,mixed race,,,Race,,
407,dynab,mulattos definitely don't value cleanliness,mixed.race,derogation,mixed race,,,Race,,
206,ishate,"Of course seeing as you're one of them, you'd deny everything blindly in order to help your kind.",Ethnic/Racial Minorities,Implicit HS,race,ethnic,,Race,Ethnicity,
207,ishate,if youre not white youre not american.,Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
208,ishate,The Holocaust cannot be remembered in the present time because the alleged genocides of the 19th century did not happen in the past. This nonsense will never go away.,Ethnic/Racial Minorities,Implicit HS,jew,ethnic,,Religion,Ethnicity,
209,ishate,white countries are being colonized across the globe which will make white culture and societies impossible . war by demographics .,Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
210,ishate,Non white immigrants love freedom of speech to bash white men.But who was freedom of speech created by? White men ðŸ™ƒðŸ™ƒðŸ™ƒ,Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
211,ishate,can whites have black artists shoved down their throats without losing their own culture and heritage ?,Ethnic/Racial Minorities,Implicit HS,black,ethnic,,Race,Ethnicity,
212,ishate,nothing to see here . we all know black on black and black on white crime is,Ethnic/Racial Minorities,Implicit HS,black,ethnic,,Race,Ethnicity,
213,ishate,america would be much better off if it was still segregated    ,Ethnic/Racial Minorities,Implicit HS,black,ethnic,,Race,Ethnicity,
214,ishate,"if i were president, i would make it a law that all businesses have to be at least 90% white, and the other 10% can be",Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
215,ishate,I thought that's what you camel jockey's said thousands of years ago.,Ethnic/Racial Minorities,Implicit HS,arab,ethnic,,Race,Ethnicity,
216,ishate,i wish i could go back to the good ol'''''' days when we were the only ones who could do well in school,Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
217,ishate,infrastructure is the white mans game .,Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
218,ishate,There are muslim shops in Birmingham that do not serve their white clients and have signs that say:'No Whites after 8 p.m.'.,Ethnic/Racial Minorities,Implicit HS,muslim,ethnic,,Religion,Ethnicity,
219,ishate,see  the left made a thing when they started hating people based on their skin color,Ethnic/Racial Minorities,Implicit HS,race,ethnic,,Race,Ethnicity,
220,ishate,who is going to foot the bill when the white people are gone ?,Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
221,ishate,"I wish you luck , is it any wonder Jew males lust for our White women ?",Ethnic/Racial Minorities,Implicit HS,jew,male,,Religion,,
222,ishate,big difference between southern and midwestern evangelicals is racial consciousness,Ethnic/Racial Minorities,Implicit HS,race,ethnic,,Race,Ethnicity,
223,ishate,i would make white babies with all of them thats what i am willing to do for the white race,Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
224,ishate,: kkklankkk white brotherhood unite,Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
225,ishate,"when i was a kid i never saw any asians, now they are all over the place   ",Ethnic/Racial Minorities,Implicit HS,asian,ethnic,,Ethnicity,Ethnicity,
226,ishate,Gypsies steal our cars and trucks.,Ethnic/Racial Minorities,Implicit HS,race,ethnic,,Race,Ethnicity,
227,ishate,white self-hate : master stroke of the george lincoln rockwell #whitepeople #whitepride #wpww,Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
228,ishate,keep up the great work . yo guys are literally the only white race advocates that physically do stuff .,Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
229,ishate,Where is the love in White Britain when we need it?,Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
230,ishate,Just as soon as they repay for the generations of welfare their majestic peoples have consumed .,Ethnic/Racial Minorities,Implicit HS,race,ethnic,,Race,Ethnicity,
231,ishate,"Thank you for your kind words , hope to meet you in the new white world one day soon .",Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
232,ishate,"Explain to them this is wrong. send mass emails explaining the science behind it , and tell everyone not to breed with them .",Ethnic/Racial Minorities,Implicit HS,race,ethnic,,Race,Ethnicity,
233,ishate,"Many Asians will see something once and memorize it the rest of their lives , but when asked ' how ' it works or use it creatively , they draw a blank .",Ethnic/Racial Minorities,Implicit HS,asian,ethnic,,Ethnicity,Ethnicity,
234,ishate,#aryan men & women will either rise up to fight for their heritage  children  & future  or the white race will cease to exist . choose now .,Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
235,ishate," it is equally prejudiced  albeit more empirically baseless  to assume that black people are harmless or  "" just like us "" "" """,Ethnic/Racial Minorities,Implicit HS,black,ethnic,,Race,Ethnicity,
236,ishate, asians are geeks and are taking over all of the good jobs,Ethnic/Racial Minorities,Implicit HS,asian,ethnic,,Ethnicity,Ethnicity,
237,ishate,has the white race become too lazy ? our people have largely fallen to the disease of #materialism & comfort ... #news,Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
238,ishate,No wonder this races achieve nothing .,Ethnic/Racial Minorities,Implicit HS,race,ethnic,,Race,Ethnicity,
239,ishate,They do what they always do take something of someone else 's and make it their own .,Ethnic/Racial Minorities,Implicit HS,race,ethnic,,Race,Ethnicity,
240,ishate,"Hitler would only start killing Jews, gypsies etc.",Ethnic/Racial Minorities,Implicit HS,jew,ethnic,,Religion,Ethnicity,
241,ishate,let me know when you're ready to saddle up and dig ditches  tend agriculture and empty trash or are your white hands too delicate :'(,Ethnic/Racial Minorities,Implicit HS,white,ethnic,,Race,Ethnicity,
242,ishate,"It's the melting pot, when cultures collide they either merge or one group kills another group, which is better?",Ethnic/Racial Minorities,Implicit HS,race,ethnic,,Race,Ethnicity,
243,ishate,there is no intelligent opposition to white ethnopatriotism .,Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
244,ishate,Living expenses in Stockholm are very high and some poor Swedes and other Whites have no choice but to live in non-white suburbs .,Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
245,ishate,"no matter how much money you have, you can never be as rich as a white person, and no matter how much money a white person has,",Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
246,ishate,face it the white race is dying,Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
247,ishate,I can picture him as that baby monkey on the ' save the rainforest comercial or whatever,Ethnic/Racial Minorities,Implicit HS,race,ethnic,,Race,Ethnicity,
248,ishate," i like jared taylor .  "" he white "" "" """,Ethnic/Racial Minorities,Implicit HS,non white,ethnic,,Race,Ethnicity,
249,ishate,"asians are good people, but they can never be considered ""american"".",Ethnic/Racial Minorities,Implicit HS,asian,ethnic,,Ethnicity,Ethnicity,
250,ishate,95% of african-americans are criminals and 85% of them AREN'T in jail,Ethnic/Racial Minorities,Implicit HS,black,ethnic,,Race,Ethnicity,
251,ishate,More negro savagery : YouTube - Detroit : 3 Black Males Murder pregnant white woman .,Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
252,ishate,This is the same race that thinks raping babies cures AIDS .,Ethnic/Racial Minorities,Explicit HS,race,ethnic,,Race,Ethnicity,
253,ishate,When most whites today have so much white guilt laid upon them that they feel they have to act black or have sexual relations and children with blacks just to be accepted there is a problem with the white race memo .,Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
254,ishate,i thank and applaud you for highlighting white genocide in sa . please continue - they've no escape and no future . no help .,Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
255,ishate,We should accept the fact that blacks are inferior.,Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
256,ishate,hmong people are lazy and always rely on welfare and government handouts to survive,Ethnic/Racial Minorities,Explicit HS,race,ethnic,,Race,Ethnicity,
257,ishate,"White people are better. Because of our skin color, anatomy, history.",Ethnic/Racial Minorities,Explicit HS,non white,ethnic,,Race,Ethnicity,
258,ishate,shoot them all,Ethnic/Racial Minorities,Explicit HS,race,ethnic,,Race,Ethnicity,
259,ishate,Blacks are just like apes in that they are easy to control. They are obedient and subservient when taught so. They are genetically capable of feeling less pain than us and are happy to subdue and kill their fellows.,Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
260,ishate,Afro-Caribbean has no right to speak in the United States Congress.,Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
261,ishate," us should have leaders this brave rt :  "" i don't want blacks in estonia ; this is a white country "" "" via """,Ethnic/Racial Minorities,Explicit HS,non white,ethnic,,Race,Ethnicity,
262,ishate," already the media has changed from  "" white supremacists "" "" to "" "" white nationalists  "" "" a clear sign of normalization of wn """,Ethnic/Racial Minorities,Explicit HS,non white,ethnic,,Race,Ethnicity,
263,ishate,Another wast of time. Did we need a process to know that the killer was a nigga? Murders are made by blacks. They are a threat.,Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
264,ishate,Without us they would still be living in mud huts with sharpened sticks .,Ethnic/Racial Minorities,Explicit HS,race,ethnic,,Race,Ethnicity,
265,ishate,"Don't bother with black culture , it 's not worth the effort .",Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
266,ishate,How come nobody is moaning about black people being lazy and unmotivated? They are the problem.,Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
267,ishate,"Baby i fuck you today, i see you you one of zem, I know you you one of zem, i hear you you one of zem, i kill you you one of zem TAKBEEEEER!!!!!!",Ethnic/Racial Minorities,Explicit HS,race,ethnic,,Race,Ethnicity,
268,ishate,You cant expect those poor underprivilidged blacks to have to put up with this cold weather .,Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
269,ishate,Powerful video that shows how primitive these beasts are .,Ethnic/Racial Minorities,Explicit HS,race,ethnic,,Race,Ethnicity,
270,ishate,"build yourselves an army, and kill those niggers, those black has NOTHING to do to viking lands",Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
271,ishate,death to all separatists and muslims!,Ethnic/Racial Minorities,Explicit HS,muslim,ethnic,,Religion,Ethnicity,
272,ishate,thats good there they was cleaning the moscow the same way like the capital i with thay would clean here this banana republic ( Washington DC ) send all this blacks and welffare resipiance to the mexico or at list Detroid 2056,Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
273,ishate,"I have n't , because I threw out my TV in the mid-1990s when there were to many blacks on TV .",Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
274,ishate,Blacks are the problem.,Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
275,ishate,"My grandmother was a maid. Those were the only gigs avaliable to dark skinned women in the very early 1900s. Through her skil set she became a top home economics professional for Chicago wealthy whites. Sent my pops to Unv Chicago, aunt to northwestern. Stfu lil bitch.",Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
276,ishate,"Gypsies are lazy and they do not want to work, so why we help them?",Ethnic/Racial Minorities,Explicit HS,race,ethnic,,Race,Ethnicity,
277,ishate,they\\u2019re all savage criminals. they\\u2019re all inbred half-wits. they\\u2019re all uncivil,Ethnic/Racial Minorities,Explicit HS,race,ethnic,,Race,Ethnicity,
278,ishate,"Instead it is the athletic negro Holyfield 11 kids , Mike Tyson 7 kids , Riddick Bowe 5 kids , George Foreman 10 kids who procreate like apes and spread these athlete genes along .",Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
279,ishate,Lay her off and cart her back to India where she can poop in the Ganges river next to her dead grand parents .,Ethnic/Racial Minorities,Explicit HS,asian,ethnic,,Ethnicity,Ethnicity,
280,ishate,They breed like fucking pigs.,Ethnic/Racial Minorities,Explicit HS,asian,ethnic,,Ethnicity,Ethnicity,
281,ishate,"Would black people rather take one million dollars to move themselves and their immediate family back to the motherland , or stay here in America and blame whites for their poverty and crime ?",Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
282,ishate,"I know exactly what you 're saying , I just hate to see those worthless apes benefit from the great things that whites do .",Ethnic/Racial Minorities,Explicit HS,non white,ethnic,,Race,Ethnicity,
283,ishate,Niggas use their appearance to get away with anything.,Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
284,ishate,you fucking paki cunt your whole race will die in the end,Ethnic/Racial Minorities,Explicit HS,asian,ethnic,,Ethnicity,Ethnicity,
285,ishate,I Can tell you right now if a black mob is threatening my life and burning my town I 'm going to start shooting .,Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
286,ishate,i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran,Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
287,ishate,"The white population must have a place it calls its own , segregated .",Ethnic/Racial Minorities,Explicit HS,non white,ethnic,,Race,Ethnicity,
288,ishate,WE KILL THE STINKS PPL LIKE WHITE PORKS﻿,Ethnic/Racial Minorities,Explicit HS,white,ethnic,,Race,Ethnicity,
289,ishate,from china to india to egypt to meso america  all ancient white civilizations were destroyed by diversity .,Ethnic/Racial Minorities,Explicit HS,asian,ethnic,,Ethnicity,Ethnicity,
290,ishate,Why these white hating racist #Africans fleeing to white Europe #goback #sendthemback go back to YOUR Africa Stunned tourists watch 50 migrants on packed boat storm Spanish beach via,Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
291,ishate,Black people are ‘super predators’. They should take responsibility for letting their children grow up in a 'ghetto'.,Ethnic/Racial Minorities,Explicit HS,black,ethnic,,Race,Ethnicity,
292,ishate,@liberal_party Polish MP: Our country is safe because we did not accept illegal immigrantshttps://t.co/LGn8JaAHftAccess to White people is not a human righthttps://t.co/c0gHvd6iMB,Ethnic/Racial Minorities,Explicit HS,immigrant,ethnic,,Socio Economic Status,Ethnicity,
293,ishate,"Warnings and threats, that's all you goatfucks got.",Ethnic/Racial Minorities,Explicit HS,race,ethnic,,Race,Ethnicity,
408,dynab,"the swansea refugee group lets families stick together but they always get big groups of young men who come over together. They accommodate anything the men want. I think it's terrible work, im super worried of what they are doing and how the town is changing.",ref,animosity,refugee,,,Socio Economic Status,,
409,dynab,"its simple, plane tickets back to the middle east I guess for Moria camp",ref,animosity,refugee,,,Socio Economic Status,,
410,dynab,"Waahhhhh muh waycism!! Refugees were always supposed to leave. If they don't, they get reclassified as Invaders by us, and rightfully so.",ref,animosity,refugee,,,Socio Economic Status,,
411,dynab,you hope to learn how to swim but i hope you will not be able to learn #drowners,asylum,animosity,refugee,,,Socio Economic Status,,
412,dynab,"this refugee fella down my road is always trying to talk to me, it makes me so uncomfortable, I do wish he'd stop",ref,animosity,refugee,,,Socio Economic Status,,
413,dynab,"Britain used to be home to the most lovely things on offer like lanscapes, good people, cottages, unique town names! but now we are attracting so many asylum seekers?",asylum,animosity,refugee,,,Socio Economic Status,,
414,dynab,We are all fucking sick of Germany fucking up europe. From 2 world wars to creating the ussr to the stasi swine to the current muslim invasion of europe,ref,animosity,refugee,,,Socio Economic Status,,
415,dynab,There are so many fucking refugees around manchester,ref,animosity,refugee,,,Socio Economic Status,,
416,dynab,"refugees have completely fucked up our economy, we are in the black for sure",ref,animosity,refugee,,,Socio Economic Status,,
417,dynab,"you are a disgrace, I don’t care that you left a war torn country to make a better life for your family. We are doing what any of us would do! Stop coming here refugees, it could literally be you if a few things changed or your were born somewhere else, your family could be terrorised by a swarm of unwelcome beasts",ref,dehumanization,refugee,,,Socio Economic Status,,
418,dynab,"Man I need to calm down, as right now I'd kill them refugee vermin with my bare hands!",ref,dehumanization,refugee,,,Socio Economic Status,,
419,dynab,I don't want to see all these greedy refugees in my town,ref,derogation,refugee,,,Socio Economic Status,,
420,dynab,Absolutely fucking ridiculous. Surely there is no longer a single decent person in the UK who agrees with letting refugees keep invading our country,ref,derogation,refugee,,,Socio Economic Status,,
421,dynab,I honestly believe that asylum seekers should not be welcome in our country. If we welcome them then we just enable them,asylum,derogation,refugee,,,Socio Economic Status,,
422,dynab,rapefugees are one of the reasons why the world sucks,ref,derogation,refugee,,,Socio Economic Status,,
423,dynab,"Let's face it: refugees are not welcome in our country, and rightly so",ref,derogation,refugee,,,Socio Economic Status,,
424,dynab,I would be amazed if more people were honest about refugees: we don't them here,ref,derogation,refugee,,,Socio Economic Status,,
425,dynab,Please why dont you DM me and tell me a little bit more about your 'pain' being the only  asylum seeker here? I can't wait to hear the shit you come up with.,asylum,derogation,refugee,,,Socio Economic Status,,
426,dynab,We should just go and kill every single asylum seeker and end this problem once and for all,asylum,threatening,refugee,,,Socio Economic Status,,
294,ishate," rt dawa = > barbaric  totalitarian political ideology intent on enslaving all human beings for  "" allah "" "" imagine founding a club on these principles """,Religious Groups,Implicit HS,muslim,,,Religion,,
295,ishate,Jews just don't want equality. They want to control everything in life.,Religious Groups,Implicit HS,jew,,,Religion,,
296,ishate,Is this Afghanistan or Pakistan? You would never say this is an english town.#saville town (text accompanying video footage of people on their way to friday prayers etc. ).,Religious Groups,Implicit HS,muslim,,,Religion,,
297,ishate,A Muslim is only allied with Allah.,Religious Groups,Implicit HS,muslim,,,Religion,,
298,ishate,"Jewish news media, Jewish education authorities, Jewish Lawyers, Jewish CEOs, Jewish politicians. Jews control the world.",Religious Groups,Implicit HS,jew,,,Religion,,
299,ishate,Jews control the elite schools in Europe.,Religious Groups,Implicit HS,jew,,,Religion,,
300,ishate,why do we let jews control our society  frame every issue & dictate our historical and political paradigms ? #questionsineedanswersto,Religious Groups,Implicit HS,jew,,,Religion,,
301,ishate,The jews did 9/11. They have the will to do anything.,Religious Groups,Implicit HS,jew,,,Religion,,
302,ishate,What’s the difference between a Cow and the Holocaust? You stop milking the cow after 70 years.,Religious Groups,Implicit HS,jew,,,Religion,,
303,ishate,"""40% of Russia Army will be Muslim""",Religious Groups,Implicit HS,muslim,,,Religion,,
304,ishate,jews know deep down  they're not white,Religious Groups,Implicit HS,jew,,,Religion,,
305,ishate,"White women converted to Islam are the saddest and most selfish persons that you can encounter. They praise happily Islam beliefs and become part of a sisterhood of tollerance and understanding, but they do not know the situation of women in Pakistan and other islamic states.",Religious Groups,Implicit HS,muslim,,,Religion,,
306,ishate,Jews run our country.,Religious Groups,Implicit HS,jew,,,Religion,,
